ambiguity,policy,success,final_error,swap,proxy_loss,rebind_precision,reacq_success,search,delay,waste,safety,progress,utility,weight
a00,active_search_proxy,0.7308519684509881,0.07200978933333295,0.04955897736533262,0.08099410261333315,0.770937599999976,0.7035984000000588,0.7354523039999984,0.47653378335999863,0.2607506704026044,0.05562921072640007,0.6105358079999998,0.5093648921831704,3677184000
a00,identity_gate,0.4824227392046933,0.20647441357226645,0.06693997172266627,0.2005985939199968,0.6295823999999959,0.25535519999998696,0.1532346799999998,0.11524346800000028,0.07904788751360034,0.058745249830399644,0.47890022497280815,0.27557672972085406,3677184000
a00,last_seen_belief,0.4055930720000002,0.2670333333333349,0.26823386666666627,0.2805613333333307,0.4081216000000348,0.11349120000000001,0.053293871999999756,0.05328000000000061,0.04239999999999616,0.05399275199964452,0.5526078666666798,-0.055581630010716664,3677184000
a00,loose_proxy,0.5318710793228797,0.13501552430933406,0.2488657333333331,0.058944053866667456,0.41803679999996335,0.1702368000000046,0.07994080800000022,0.06328000000000304,0.05359999999998638,0.05843095922311155,0.5958681679999995,0.2266341320178124,3677184000
a00,oracle_proxy,0.9706475999999957,0.020502447333333177,0.0009160029666710897,0.0186238942399998,0.9850000000001695,0.9085839999999985,0.24054935999999927,0.09282197440000053,0.020899999999999943,0.020683999999999775,0.9209456000000041,0.9987558714689017,3677184000
a00,proxy_reacquisition,0.7919690711662936,0.09398622328746659,0.0868458382186669,0.10324189109333311,0.6910495999999853,0.586041600000003,0.5291392400000003,0.3301134176000005,0.12775092716377617,0.07064495644160099,0.7044018240000028,0.5563777985278355,3677184000
a00,risk_calibrated_proxy,0.7238504920050537,0.08196253312853262,0.05185644062183055,0.10117753077333312,0.816791999999902,0.6553343999999858,0.25046085999999934,0.2026562881333331,0.081461715626432,0.06116401246151121,0.7831108373333364,0.6616485766639986,3677184000
a00,visible_only,0.2839865866666648,0.3890173333333299,0.01105000000000009,0.4964586666666607,0.50252160000008,0.03674559999999723,0.0,0.03663999999999784,0.026200000000002503,0.055219806000000225,0.461549333333357,-0.03395582214829878,3677184000
a01,active_search_proxy,0.7184496636829855,0.07200978933333295,0.07698818056533219,0.08099410261333315,0.7541376000000154,0.7035984000000588,0.7527787039999958,0.4824247593599997,0.2733473296508348,0.056347175526400006,0.6105358079999998,0.4629830605082669,3677184000
a01,identity_gate,0.44046991014869263,0.2207304135722666,0.10312894132266719,0.2797985939199984,0.6085824000000278,0.25535519999998696,0.15942268000000068,0.11586226799999969,0.10638388751359909,0.06009143383040015,0.4662282249727884,0.14183678571207856,3677184000
a01,last_seen_belief,0.35018907200000066,0.2814333333333325,0.37155386666666707,0.2805613333333307,0.328921600000028,0.11349120000000001,0.05576907200000023,0.05328000000000061,0.059200000000004645,0.059144149439644425,0.5526078666666798,-0.224569249595774,3677184000
a01,loose_proxy,0.3684197033228812,0.13501552430933406,0.46610573333333455,0.058944053866667456,0.2176367999999802,0.1702368000000046,0.08365360800000016,0.06328000000000304,0.07880000000000256,0.07390424028977777,0.5567649680000019,-0.16618902347782866,3677184000
a01,oracle_proxy,0.9706475999999957,0.020502447333333177,0.001148155203335097,0.0186238942399998,0.9850000000001695,0.9085839999999985,0.25292536000000015,0.09331701439999993,0.02719999999999697,0.020683999999999775,0.9209456000000041,0.9987580595533679,3677184000
a01,proxy_reacquisition,0.7671344917742983,0.09398622328746659,0.13535579341866652,0.10324189109333311,0.6658495999999938,0.586041600000003,0.5477032400000004,0.33456877760000076,0.162971219665408,0.07226037724159944,0.7044018240000028,0.47155610350006283,3677184000
a01,risk_calibrated_proxy,0.7091357415512919,0.08196253312853262,0.078137170733831,0.10117753077333312,0.7957919999999883,0.6553343999999858,0.3001468599999991,0.21159976813333356,0.11652170854627177,0.0590898919281773,0.7831108373333364,0.6052138807136694,3677184000
a01,visible_only,0.2839865866666648,0.3890173333333299,0.0184000000000025,0.4964586666666607,0.50252160000008,0.03674559999999723,0.0,0.03663999999999784,0.03459999999999518,0.05495804800000047,0.461549333333357,-0.043849753810767424,3677184000
a02,active_search_proxy,0.7157600587421852,0.07200978933333295,0.0827042944853334,0.08099410261333315,0.7493375999999199,0.7035984000000588,0.7555585439999991,0.4833699049599988,0.2779511938142238,0.056552308326400104,0.6105358079999998,0.45258016210288315,3677184000
a02,identity_gate,0.43342683735509496,0.22267441357226447,0.11103969908266707,0.2905985939200008,0.6025823999999267,0.25535519999998696,0.16041547999999972,0.11596154800000023,0.11324788751359972,0.06047605783039978,0.4645002249727994,0.11809984720270256,3677184000
a02,last_seen_belief,0.33911707200000035,0.2830333333333334,0.39286586666666673,0.2805613333333307,0.31812160000000134,0.11349120000000001,0.05616619199999982,0.05328000000000061,0.06399999999999681,0.0602067373436447,0.5526078666666798,-0.2583800822923456,3677184000
