cost,policy,success,final_error,swap,proxy_loss,rebind_precision,reacq_success,search,delay,waste,safety,progress,utility,weight
c00,active_search_proxy,0.7215105187477304,0.07200978933333328,0.08028045290666609,0.08099410261333347,0.750270933333327,0.7035984000000127,0.7551148533333328,0.48321905013333205,0.28223140792997553,0.043362710237866864,0.6322958079999905,0.46951736844660924,4412620800
c00,identity_gate,0.4360598251293873,0.22191841357226647,0.10799843674666744,0.2863985939199977,0.6037490666666463,0.25535519999999584,0.15734273333333348,0.1156542733333334,0.11174522084693256,0.05537997800320017,0.4651722249727962,0.12968382545434207,4412620800
c00,last_seen_belief,0.34192600533333295,0.28996666666666665,0.38364266666666635,0.2805613333333242,0.32232159999999355,0.11349119999999863,0.05493709333333336,0.053280000000001375,0.06306666666666651,0.04857786828977796,0.5526078666666839,-0.24117023965347434,4412620800
c00,loose_proxy,0.3380957762828804,0.13501552430933114,0.5064086666666682,0.05894405386666765,0.19477013333332976,0.17023680000000177,0.08240563999999866,0.06328000000000274,0.08459999999998868,0.06221617805333304,0.5495104399999985,-0.22899271151127745,4412620800
c00,oracle_proxy,0.9706475999999952,0.020502447333333153,0.0010592984408699857,0.01862389423999981,0.9850000000002345,0.9085839999999874,0.2650854666666666,0.09380341866666686,0.028650000000002496,0.018571999999999738,0.9209456000000025,0.9987573131898877,4412620800
c00,proxy_reacquisition,0.7650910431991463,0.09398622328746692,0.14161198597333324,0.10324189109333366,0.6600495999999776,0.5860416000000077,0.5577834000000004,0.33698801600000033,0.17375406555200013,0.057284328972799815,0.7098418240000104,0.46736597257069057,4412620800
c00,risk_calibrated_proxy,0.7084835916889571,0.08196253312853267,0.0818888718359112,0.10117753077333333,0.7909586666665973,0.6553344000000222,0.3327167000000052,0.21746233933333262,0.12680282630143994,0.04736378732942236,0.7912708373333385,0.6005462368209842,4412620800
c00,visible_only,0.28398658666665477,0.38901733333333144,0.020091666666667188,0.49645866666665717,0.5025216000000862,0.03674559999999992,0.0,0.036639999999997175,0.03653333333333361,0.04799924744444384,0.46154933333336645,-0.042398252282949175,4412620800
c01,active_search_proxy,0.7174741304469323,0.07200978933333328,0.08206639082666646,0.08099410261333347,0.750270933333327,0.7035984000000127,0.7536306933333341,0.4827144357333329,0.2790911303513264,0.05406551379626704,0.6162958080000039,0.45705698436959263,4412620800
c01,identity_gate,0.4353234704157871,0.22191841357226647,0.11004386650666707,0.2863985939199977,0.6037490666666463,0.25535519999999584,0.158955533333333,0.11581555333333314,0.11174522084693256,0.05800474418559945,0.4651722249727962,0.12540961536177794,4412620800
c01,last_seen_belief,0.3384700053333344,0.28996666666666665,0.3905546666666676,0.2805613333333242,0.32232159999999355,0.11349119999999863,0.055582213333333366,0.053280000000001375,0.06306666666666651,0.0572665043644445,0.5526078666666839,-0.2554859194310459,4412620800
c01,loose_proxy,0.3291392066828802,0.13501552430933114,0.518312666666667,0.05894405386666765,0.19477013333332976,0.17023680000000177,0.08337332000000039,0.06328000000000274,0.08459999999998868,0.07311123320000056,0.5473677199999988,-0.2539023116093931,4412620800
c01,oracle_proxy,0.9706475999999952,0.020502447333333153,0.0010592984408699857,0.01862389423999981,0.9850000000002345,0.9085839999999874,0.25631106666666675,0.09345244266666673,0.028650000000002496,0.019676000000000162,0.9209456000000025,0.9987406218364054,4412620800
c01,proxy_reacquisition,0.7627160546039394,0.09398622328746692,0.14451413509333383,0.10324189109333366,0.6600495999999776,0.5860416000000077,0.5506218,0.33526923199999964,0.17214994260800034,0.0691361604224,0.7058418240000387,0.4570495075206252,4412620800
c01,risk_calibrated_proxy,0.7068532067069404,0.08196253312853267,0.08278550721511047,0.10117753077333333,0.7909586666665973,0.6553344000000222,0.3122782999999973,0.2137834273333326,0.1250185695801606,0.05585543150648873,0.7852708373333346,0.5961107797347796,4412620800
c01,visible_only,0.28398658666665477,0.38901733333333144,0.020091666666667188,0.49645866666665717,0.5025216000000862,0.03674559999999992,0.0,0.036639999999997175,0.03653333333333361,0.05160531011111179,0.46154933333336645,-0.04437706352045031,4412620800
