cost,policy,success,final_error,swap,proxy_loss,rebind_precision,reacq_success,search,delay,waste,safety,progress,utility,weight
c02,active_search_proxy,0.7165829096085313,0.07200978933333328,0.08407557098666663,0.08099410261333347,0.750270933333327,0.7035984000000127,0.7570310133333322,0.4838705445333334,0.277382887771257,0.05185730571946732,0.6162958080000039,0.4554930314714279,4412620800
c02,identity_gate,0.43449507136298776,0.22191841357226647,0.11234497498666715,0.2863985939199977,0.6037490666666463,0.25535519999999584,0.16016993333333382,0.11593699333333339,0.11174522084693256,0.058461225260799374,0.4651722249727962,0.12207898880294248,4412620800
c02,last_seen_belief,0.33458200533333315,0.28996666666666665,0.39833066666666755,0.2805613333333242,0.32232159999999355,0.11349119999999863,0.05606797333333341,0.053280000000001375,0.06306666666666651,0.05637453132977778,0.5526078666666839,-0.2657772443908529,4412620800
c02,loose_proxy,0.31906306588288164,0.13501552430933114,0.5317046666666625,0.05894405386666765,0.19477013333332976,0.17023680000000177,0.08410196000000018,0.06328000000000274,0.08459999999998868,0.07305568845333348,0.544957160000001,-0.2752137087945604,4412620800
c02,oracle_proxy,0.9706475999999952,0.020502447333333153,0.0010592984408699857,0.01862389423999981,0.9850000000002345,0.9085839999999874,0.25873986666666715,0.09354959466666683,0.028650000000002496,0.01986799999999946,0.9209456000000025,0.9987684762294037,4412620800
c02,proxy_reacquisition,0.7612141924343487,0.09398622328746692,0.14777905285333348,0.10324189109333366,0.6600495999999776,0.5860416000000077,0.5542649999999988,0.33614360000000076,0.1716090999499524,0.0671277832831999,0.7058418240000387,0.4533614452323543,4412620800
c02,risk_calibrated_proxy,0.7062003823029788,0.08196253312853267,0.08414555805671103,0.10117753077333333,0.7909586666665973,0.6553344000000222,0.3203351000000053,0.21523365133333489,0.12512137769376053,0.054417944539022566,0.7852708373333346,0.5938529048218931,4412620800
c02,visible_only,0.28398658666665477,0.38901733333333144,0.020091666666667188,0.49645866666665717,0.5025216000000862,0.03674559999999992,0.0,0.036639999999997175,0.03653333333333361,0.05223245144444426,0.46154933333336645,-0.04463928598626542,4412620800
c03,active_search_proxy,0.7115035731093333,0.07200978933333328,0.0822896330666668,0.08099410261333347,0.750270933333327,0.7035984000000127,0.746419173333333,0.4802625189333342,0.27573872825980533,0.06870395322026611,0.5874958080000052,0.4412202529891595,4412620800
c03,identity_gate,0.43523142607658594,0.22191841357226647,0.11029954522666703,0.2863985939199977,0.6037490666666463,0.25535519999999584,0.1602371333333333,0.11594371333333343,0.11174522084693256,0.06142835224959967,0.4651722249727962,0.12308288192301059,4412620800
c03,last_seen_belief,0.33803800533333445,0.28996666666666665,0.3914186666666663,0.2805613333333242,0.32232159999999355,0.11349119999999863,0.056094853333333215,0.053280000000001375,0.06306666666666651,0.06873585143644403,0.5526078666666839,-0.2629406009696524,4412620800
c03,loose_proxy,0.3280196354828799,0.13501552430933114,0.5198006666666641,0.05894405386666765,0.19477013333332976,0.17023680000000177,0.08414228000000126,0.06328000000000274,0.08459999999998868,0.08699730551999973,0.5470998799999994,-0.26385053658863383,4412620800
c03,oracle_proxy,0.9706475999999952,0.020502447333333153,0.0010592984408699857,0.01862389423999981,0.9850000000002345,0.9085839999999874,0.23727426666666657,0.09269097066666618,0.028650000000002496,0.021116000000000582,0.9209456000000025,0.9987357853292036,4412620800
c03,proxy_reacquisition,0.760677181029548,0.09398622328746692,0.14487690373333367,0.10324189109333366,0.6600495999999776,0.5860416000000077,0.5328665999999993,0.3310079839999995,0.17002980834905643,0.08527333187839978,0.698641823999984,0.4483772409915367,4412620800
c03,risk_calibrated_proxy,0.7048870661393906,0.08196253312853267,0.08238163339751078,0.10117753077333333,0.7909586666665973,0.6553344000000222,0.264333499999999,0.20515336333333145,0.12175303502112028,0.06751906389048837,0.7744708373333379,0.5944418971932599,4412620800
c03,visible_only,0.28398658666665477,0.38901733333333144,0.020091666666667188,0.49645866666665717,0.5025216000000862,0.03674559999999992,0.0,0.036639999999997175,0.03653333333333361,0.056308870111112685,0.46154933333336645,-0.0468407640467917,4412620800
c04,active_search_proxy,0.712581720283735,0.07200978933333328,0.0836290865066662,0.08099410261333347,0.750270933333327,0.7035984000000127,0.7673740533333309,0.4873871781333332,0.26811844592703193,0.06457262399146677,0.6002958080000016,0.44413269657413096,4412620800
c04,identity_gate,0.4346791600413866,0.22191841357226647,0.1118336175466664,0.2863985939199977,0.6037490666666463,0.25535519999999584,0.1660067333333332,0.11652067333333352,0.11174522084693256,0.06873204945280079,0.4651722249727962,0.11641222535020862,4412620800
c04,last_seen_belief,0.33544600533333396,0.28996666666666665,0.3966026666666665,0.2805613333333242,0.32232159999999355,0.11349119999999863,0.05840269333333333,0.053280000000001375,0.06306666666666651,0.06989046553777793,0.5526078666666839,-0.27100470739879373,4412620800
c04,loose_proxy,0.32130220828287986,0.13501552430933114,0.5287286666666653,0.05894405386666765,0.19477013333332976,0.17023680000000177,0.08760404000000081,0.06328000000000274,0.08459999999998868,0.09368729293333268,0.5454928399999989,-0.2820458179323372,4412620800
c04,oracle_proxy,0.9706475999999952,0.020502447333333153,0.0010592984408699857,0.01862389423999981,0.9850000000002345,0.9085839999999874,0.2584134666666668,0.0935365386666668,0.028650000000002496,0.024187999999998433,0.9209456000000025,0.9987562014572176,4412620800
c04,proxy_reacquisition,0.760507939583148,0.09398622328746692,0.14705351557333457,0.10324189109333366,0.6600495999999776,0.5860416000000077,0.5597754000000008,0.33746609600000066,0.16808396860352012,0.08433929765120023,0.7018418239999803,0.4436462963690759,4412620800
c04,risk_calibrated_proxy,0.7059882647948789,0.08196253312853267,0.08208746953191116,0.10117753077333333,0.7909586666665973,0.6553344000000222,0.3160246999999964,0.21445777933333313,0.12301891320543983,0.0684166471310219,0.7792708373333385,0.5883440320839803,4412620800
c04,visible_only,0.28398658666665477,0.38901733333333144,0.020091666666667188,0.49645866666665717,0.5025216000000862,0.03674559999999992,0.0,0.036639999999997175,0.03653333333333361,0.06634313144444542,0.46154933333336645,-0.05229832901040686,4412620800
