task,policy,success,final_error,swap,proxy_loss,rebind_precision,reacq_success,search,delay,waste,safety,progress,utility,weight
t01,visible_only,0.2837744266666728,0.3901959999999977,0.020091666666667004,0.4964586666666719,0.5025215999999979,0.0367455999999984,0.0,0.036640000000001845,0.03653333333333312,0.05072339261111115,0.4615493333333355,-0.04421080866258001,1838592000
t02,active_search_proxy,0.7164552928563191,0.07162110602666641,0.0812186904319999,0.080994102613333,0.75027093333334,0.7035984000000576,0.7542819306666666,0.4829358564266667,0.2773473518149637,0.05502004049066659,0.610535807999998,0.4560589937074506,1838592000
t02,identity_gate,0.43587479655936073,0.22065708023893182,0.10907299758933357,0.2863985939199993,0.6037490666666772,0.2553551999999927,0.15995954666666676,0.11591595466666683,0.11174522084693336,0.05684927646400009,0.46517222497279975,0.12760916106410713,1838592000
t02,last_seen_belief,0.34055760533333346,0.28824666666667087,0.38727386666666674,0.28056133333332967,0.32232160000000465,0.11349120000000333,0.05598381866666667,0.05327999999999927,0.06306666666666558,0.0572002441532443,0.5526078666666718,-0.25021958539655503,1838592000
t02,loose_proxy,0.3335143073228814,0.1339835243093331,0.5126623999999993,0.058944053866666735,0.19477013333333743,0.1702367999999966,0.0839757280000004,0.06328000000000093,0.08460000000000195,0.07204626928355562,0.5483847680000005,-0.2440887748122103,1838592000
t02,oracle_proxy,0.9708196000000048,0.020405276506666466,0.000948542446631015,0.01862389423999999,0.9849999999999088,0.9085840000000255,0.2539990933333331,0.09335996373333323,0.02865000000000049,0.01919000000000015,0.9209455999999814,0.998768138425831,1838592000
t02,proxy_reacquisition,0.7630502710009586,0.09348648760746618,0.14313662195199997,0.10324189109333386,0.6600496000000018,0.5860415999999776,0.5493138400000006,0.3349553215999986,0.1713915615097088,0.06958486505599963,0.7044018239999925,0.45870181190137843,1838592000
t02,risk_calibrated_proxy,0.7067051706235912,0.0815005552554655,0.08236715742449831,0.10095542602666659,0.7909586666666648,0.655334399999986,0.30490275999999966,0.2124558301333337,0.12428077485778133,0.055904424305777724,0.7831108373333387,0.5974588017035175,1838592000
t02,visible_only,0.2843374666666749,0.3870679999999928,0.020091666666667004,0.4964586666666719,0.5025215999999979,0.0367455999999984,0.0,0.036640000000001845,0.03653333333333312,0.050017858611111576,0.4615493333333355,-0.04272631533509509,1838592000
t03,active_search_proxy,0.7153124189235213,0.07116010954666668,0.08412083955199995,0.080994102613333,0.75027093333334,0.7035984000000576,0.7568332906666667,0.48380331882666555,0.2760598917747095,0.0621403156394667,0.610535807999998,0.4484742405128112,1838592000
t03,identity_gate,0.43491758014975906,0.21916108023893466,0.11239682094933379,0.2863985939199993,0.6037490666666772,0.2553551999999927,0.1608707466666666,0.1160070746666666,0.11174522084693336,0.07379613638080011,0.46517222497279975,0.11458218378518126,1838592000
t03,last_seen_belief,0.3354720053333327,0.28620666666666483,0.39850586666666626,0.28056133333332967,0.32232160000000465,0.11349120000000333,0.056348298666666775,0.05327999999999927,0.06306666666666558,0.07093784634204449,0.5526078666666718,-0.2723497010153207,1838592000
t03,loose_proxy,0.3191067617228804,0.13275952430933372,0.5320064000000002,0.058944053866666735,0.19477013333333743,0.1702367999999966,0.08452244799999997,0.06328000000000093,0.08460000000000195,0.09851235581155576,0.5449028479999998,-0.2887344716554162,1838592000
t03,oracle_proxy,0.9710235999999947,0.02029002738666666,0.0008682383895552647,0.01862389423999999,0.9849999999999088,0.9085840000000255,0.2558214933333333,0.09343285973333315,0.02865000000000049,0.026318000000000407,0.9209455999999814,0.9987805194727396,1838592000
t03,proxy_reacquisition,0.7609698209977572,0.09289377784746604,0.14785261427199992,0.10324189109333386,0.6600496000000018,0.5860415999999776,0.5520474400000009,0.33561138559999903,0.17098488265679412,0.08412386376319998,0.7044018239999925,0.44439941643755837,1838592000
t03,risk_calibrated_proxy,0.7071891331779585,0.08095262801066803,0.08156437481969765,0.10069199946666649,0.7909586666666648,0.655334399999986,0.3127471600000011,0.21386782213333294,0.12446678097771702,0.06914888249457747,0.7831108373333387,0.5906147891268707,1838592000
t03,visible_only,0.2847536266666627,0.3847559999999955,0.020091666666667004,0.4964586666666719,0.5025215999999979,0.0367455999999984,0.0,0.036640000000001845,0.03653333333333312,0.07330048061111001,0.4615493333333355,-0.05451645353804516,1838592000
t04,active_search_proxy,0.7155571571251206,0.0737633837866671,0.08315345651200007,0.080994102613333,0.75027093333334,0.7035984000000576,0.7582086506666681,0.48427094122666664,0.2753612323842862,0.05717769962666678,0.610535807999998,0.45172360099734005,1838592000
t04,identity_gate,0.4339647589529601,0.22760908023893336,0.11128887982933361,0.2863985939199993,0.6037490666666772,0.2553551999999927,0.16136194666666664,0.11605619466666693,0.11174522084693336,0.06198468855999966,0.46517222497279975,0.11932112352011033,1838592000
t04,last_seen_belief,0.3343488053333326,0.29772666666667086,0.39476186666666646,0.28056133333332967,0.32232160000000465,0.11349120000000333,0.05654477866666666,0.05327999999999927,0.06306666666666558,0.06150057912924433,0.5526078666666718,-0.26698858364811356,1838592000
t04,loose_proxy,0.3231287969228811,0.13967152430933347,0.5255583999999994,0.058944053866666735,0.19477013333333743,0.1702367999999966,0.08481716800000008,0.06328000000000093,0.08460000000000195,0.080404405176889,0.546063488,-0.270989377744412,1838592000
t04,oracle_proxy,0.9698715999999933,0.020940845946666394,0.000955006981222339,0.01862389423999999,0.9849999999999088,0.9085840000000255,0.2568038933333335,0.09347215573333324,0.02865000000000049,0.021350000000000122,0.9209455999999814,0.9987306908550456,1838592000
t04,proxy_reacquisition,0.7611908797881619,0.09624084472746751,0.14628061683199997,0.10324189109333386,0.6600496000000018,0.5860415999999776,0.5535210400000005,0.33596504960000045,0.17076317465623142,0.07399062223999997,0.7044018239999925,0.4506526665632164,1838592000
t04,risk_calibrated_proxy,0.7059845341174814,0.08404680539306733,0.08291363967729813,0.10217958474666693,0.7909586666666648,0.655334399999986,0.3137095600000008,0.21404105413333385,0.12436959283525294,0.060021413575111225,0.7831108373333387,0.591568842117918,1838592000
t04,visible_only,0.28240354666666934,0.3978120000000007,0.020091666666667004,0.4964586666666719,0.5025215999999979,0.0367455999999984,0.0,0.036640000000001845,0.03653333333333312,0.057073198611110994,0.4615493333333355,-0.05047687784226217,1838592000
t05,active_search_proxy,0.7159255487027203,0.07414302794666774,0.0821860734719999,0.080994102613333,0.75027093333334,0.7035984000000576,0.7575635306666684,0.48405160042666523,0.27568934611988494,0.056314635972266484,0.610535807999998,0.45334081619433886,1838592000
t05,identity_gate,0.4341664977561613,0.22884108023893238,0.1101809387093334,0.2863985939199993,0.6037490666666772,0.2553551999999927,0.16113154666666654,0.1160331546666668,0.11174522084693336,0.05993052372159984,0.46517222497279975,0.12149684973077286,1838592000
t05,last_seen_belief,0.3357840053333336,0.29940666666666904,0.39101786666666716,0.28056133333332967,0.32232160000000465,0.11349120000000333,0.05645261866666676,0.05327999999999927,0.06306666666666558,0.059725687890844106,0.5526078666666718,-0.2614545368753545,1838592000
t05,loose_proxy,0.3278593121228802,0.14067952430933245,0.5191104000000004,0.058944053866666735,0.19477013333333743,0.1702367999999966,0.08467892799999978,0.06328000000000093,0.08460000000000195,0.07692643060622209,0.5472241280000002,-0.2591903843118214,1838592000
t05,oracle_proxy,0.9697036000000065,0.02103575698666647,0.0011234550000466558,0.01862389423999999,0.9849999999999088,0.9085840000000255,0.25634309333333294,0.09345372373333344,0.02865000000000049,0.020486000000000056,0.9209455999999814,0.9987632998773405,1838592000
t05,proxy_reacquisition,0.7618407815225597,0.09672895864746707,0.14470861939199994,0.10324189109333386,0.6600496000000018,0.5860415999999776,0.5528298399999991,0.3357991615999988,0.17086738430343681,0.07222831936639965,0.7044018239999925,0.45365266617776584,1838592000
t05,risk_calibrated_proxy,0.7060688753921015,0.0844980395946649,0.08256871586289807,0.1023965242666661,0.7909586666666648,0.655334399999986,0.3114247599999996,0.21362979013333272,0.12430736887570155,0.05842929093404448,0.7831108373333387,0.5929907817220299,1838592000
t05,visible_only,0.2820608266666666,0.3997160000000081,0.020091666666667004,0.4964586666666719,0.5025215999999979,0.0367455999999984,0.0,0.036640000000001845,0.03653333333333312,0.05425106261111114,0.4615493333333355,-0.04966333248143406,1838592000
t06,active_search_proxy,0.7148959960627224,0.07514637322666662,0.08460453107199993,0.080994102613333,0.75027093333334,0.7035984000000576,0.7609504106666657,0.48520313962666567,0.2739587895690443,0.05696193371306674,0.610535807999998,0.4494504639459,1838592000
t06,identity_gate,0.4326483907481593,0.23209708023893222,0.11295079150933285,0.2863985939199993,0.6037490666666772,0.2553551999999927,0.1623411466666665,0.11615411466666657,0.11174522084693336,0.06147114735040012,0.46517222497279975,0.11582352462678842,1838592000
t06,last_seen_belief,0.329949605333333,0.30384666666666016,0.4003778666666665,0.28056133333332967,0.32232160000000465,0.11349120000000333,0.05693645866666673,0.05327999999999927,0.06306666666666558,0.061394459039644377,0.5526078666666718,-0.2771639691652738,1838592000
t06,loose_proxy,0.3154109441228809,0.14334352430933425,0.535230399999999,0.058944053866666735,0.19477013333333743,0.1702367999999966,0.08540468800000041,0.06328000000000093,0.08460000000000195,0.08036552140088837,0.5443225279999999,-0.28754441708837203,1838592000
t06,oracle_proxy,0.9692595999999929,0.02128659330666658,0.001247664477971916,0.01862389423999999,0.9849999999999088,0.9085840000000255,0.2587622933333334,0.0935504917333336,0.02865000000000049,0.021133999999999854,0.9209455999999814,0.9987523398790497,1838592000
t06,proxy_reacquisition,0.7598394821625579,0.09801897400746593,0.14863861299200007,0.10324189109333386,0.6600496000000018,0.5860415999999776,0.556458640000001,0.3366700735999999,0.17031601967045087,0.07355004652160008,0.7044018239999925,0.4467967548449441,1838592000
t06,risk_calibrated_proxy,0.7051623778448406,0.08569058712746706,0.08401004709489758,0.10296986442666681,0.7909586666666648,0.655334399999986,0.3199879600000008,0.21517116613333367,0.12442441377886955,0.05941152030151109,0.7831108373333387,0.5884398537623385,1838592000
t06,visible_only,0.2811550666666679,0.4047479999999994,0.020091666666667004,0.4964586666666719,0.5025215999999979,0.0367455999999984,0.0,0.036640000000001845,0.03653333333333312,0.05636766461111106,0.4615493333333355,-0.05263064608736373,1838592000
t07,active_search_proxy,0.7155297900083162,0.07075334794666588,0.08363714803200017,0.080994102613333,0.75027093333334,0.7035984000000576,0.7559686506666661,0.48350934122666755,0.27649745401884646,0.055667338231466704,0.610535807999998,0.4527300707869344,1838592000
t07,identity_gate,0.43532820955135954,0.21784108023893417,0.11184285038933321,0.2863985939199993,0.6037490666666772,0.2553551999999927,0.16056194666666654,0.11597619466666663,0.11174522084693336,0.05838990009279992,0.46517222497279975,0.1241211823018899,1838592000
t07,last_seen_belief,0.33687600533333384,0.28440666666666975,0.39663386666666706,0.28056133333332967,0.32232160000000465,0.11349120000000333,0.05622477866666667,0.05327999999999927,0.06306666666666558,0.05880108416604437,0.5526078666666718,-0.2624615855289199,1838592000
t07,loose_proxy,0.32166209932287904,0.13167952430933338,0.5287823999999992,0.058944053866666735,0.19477013333333743,0.1702367999999966,0.08433716799999996,0.06328000000000093,0.08460000000000195,0.07531822791822251,0.5454831679999999,-0.2707207412366977,1838592000
t07,oracle_proxy,0.9712036000000006,0.02018833698666676,0.001243560759897074,0.01862389423999999,0.9849999999999088,0.9085840000000255,0.2552038933333331,0.09340815573333354,0.02865000000000049,0.019838000000000102,0.9209455999999814,0.9987433955163146,1838592000
t07,proxy_reacquisition,0.7614098272889621,0.09237079864746664,0.14706661555200018,0.10324189109333386,0.6600496000000018,0.5860415999999776,0.5511210400000006,0.33538904960000104,0.17112337326103033,0.07090659221120031,0.7044018239999925,0.45290897346941733,1838592000
t07,risk_calibrated_proxy,0.7061733273887755,0.08046916279466648,0.08386193633649754,0.10045956426666561,0.7909586666666648,0.655334399999986,0.3107335600000004,0.21350537413333281,0.12444367283653324,0.0569596443932444,0.7831108373333387,0.5946797347223964,1838592000
t07,visible_only,0.28512082666666405,0.38271599999998895,0.020091666666667004,0.4964586666666719,0.5025215999999979,0.0367455999999984,0.0,0.036640000000001845,0.03653333333333312,0.05213446061111082,0.4615493333333355,-0.04234385692070922,1838592000
t08,active_search_proxy,0.7148037863219209,0.07330238730666694,0.08508822259200015,0.080994102613333,0.75027093333334,0.7035984000000576,0.7597699306666658,0.4848017764266664,0.2745641988800517,0.056530401885866645,0.610535807999998,0.4496072194625557,1838592000
t08,identity_gate,0.4334064013465599,0.22611308023893217,0.1135047620693333,0.2863985939199993,0.6037490666666772,0.2553551999999927,0.16191954666666664,0.11611195466666667,0.11174522084693336,0.06044406493120007,0.46517222497279975,0.11785080046308616,1838592000
t08,last_seen_belief,0.331135205333333,0.29568666666665977,0.402249866666667,0.28056133333332967,0.32232160000000465,0.11349120000000333,0.05676781866666672,0.05327999999999927,0.06306666666666558,0.06068078993244452,0.5526078666666718,-0.2759639623099111,1838592000
t08,loose_proxy,0.31357272652287943,0.13844752430933346,0.5384544000000009,0.058944053866666735,0.19477013333333743,0.1702367999999966,0.08515172799999965,0.06328000000000093,0.08460000000000195,0.07905407950222236,0.5437422080000001,-0.29043538710494704,1838592000
t08,oracle_proxy,0.9700756000000054,0.020825596826666397,0.0010846958610173498,0.01862389423999999,0.9849999999999088,0.9085840000000255,0.25791909333333335,0.09351676373333341,0.02865000000000049,0.020702000000000394,0.9209455999999814,0.9987130418029783,1838592000
t08,proxy_reacquisition,0.7598335486073595,0.09564813496746762,0.1494246117120003,0.10324189109333386,0.6600496000000018,0.5860415999999776,0.5551938400000013,0.33636652159999897,0.17050939103674922,0.07266889508480025,0.7044018239999925,0.4472257567955876,1838592000
t08,risk_calibrated_proxy,0.7053115209718781,0.08349887814826655,0.08452122311409777,0.10191615818666673,0.7909586666666648,0.655334399999986,0.31871475999999993,0.21494199013333284,0.12448537266962156,0.058505124687644496,0.7831108373333387,0.5898605806456697,1838592000
t08,visible_only,0.28281970666666684,0.3955000000000004,0.020091666666667004,0.4964586666666719,0.5025215999999979,0.0367455999999984,0.0,0.036640000000001845,0.03653333333333312,0.05495659661111121,0.4615493333333355,-0.04842865036286348,1838592000
t09,active_search_proxy,0.7171948682547168,0.06882800970666643,0.07976761587199976,0.080994102613333,0.75027093333334,0.7035984000000576,0.7502588906666668,0.4815680228266675,0.27935477620391946,0.05609887005866653,0.610535807999998,0.4582710970928019,1838592000
t09,identity_gate,0.43792332476415935,0.21159308023893425,0.10741108590933313,0.2863985939199993,0.6037490666666772,0.2553551999999927,0.15852274666666674,0.11577227466666674,0.11174522084693336,0.05941698251199998,0.46517222497279975,0.13169150542992306,1838592000
t09,last_seen_belief,0.34657920533333325,0.275886666666667,0.3816578666666667,0.28056133333332967,0.32232160000000465,0.11349120000000333,0.05540909866666675,0.05327999999999927,0.06306666666666558,0.058882948281244345,0.5526078666666718,-0.2382467617120749,1838592000
t09,loose_proxy,0.3416814401228806,0.12656752430933316,0.5029904000000002,0.058944053866666735,0.19477013333333743,0.1702367999999966,0.08311364799999962,0.06328000000000093,0.08460000000000195,0.07507522896355559,0.5501257279999995,-0.22792425359073767,1838592000
t09,oracle_proxy,0.9720555999999967,0.019707002426666637,0.0010270700525533026,0.01862389423999999,0.9849999999999088,0.9085840000000255,0.25112549333333367,0.09324501973333321,0.02865000000000049,0.020269999999999688,0.9209455999999814,0.9987678907508416,1838592000
t09,proxy_reacquisition,0.7646736178105564,0.08989536376746685,0.1407786257920001,0.10324189109333386,0.6600496000000018,0.5860415999999776,0.5450034399999999,0.33392082560000147,0.17202067659676137,0.07178774364799995,0.7044018239999925,0.46238824566922554,1838592000
t09,risk_calibrated_proxy,0.7080155775263767,0.07818076077226824,0.08088206597489786,0.09935937098666663,0.7909586666666648,0.655334399999986,0.29656515999999966,0.21095506213333304,0.12420628639595749,0.05828045707377783,0.7831108373333387,0.6015994415419276,1838592000
t09,visible_only,0.2868589066666734,0.3730600000000052,0.020091666666667004,0.4964586666666719,0.5025215999999979,0.0367455999999984,0.0,0.036640000000001845,0.03653333333333312,0.05354552861111115,0.4615493333333355,-0.03961001019329276,1838592000
t10,active_search_proxy,0.7157262732339202,0.07422438026666642,0.0826697649919999,0.080994102613333,0.75027093333334,0.7035984000000576,0.7581324906666657,0.48424504682666897,0.2754000051753366,0.055451572317866536,0.610535807999998,0.45312601658921015,1838592000
t10,identity_gate,0.4339248283545599,0.22910508023893203,0.11073490926933294,0.2863985939199993,0.6037490666666772,0.2553551999999927,0.1613347466666669,0.11605347466666648,0.11174522084693336,0.0578763588832001,0.46517222497279975,0.121728285503345,1838592000
t10,last_seen_belief,0.33475440533333306,0.2997666666666617,0.3928898666666664,0.28056133333332967,0.32232160000000465,0.11349120000000333,0.056533898666666596,0.05327999999999927,0.06306666666666558,0.058233161644444295,0.5526078666666718,-0.2634511184200747,1838592000
t10,loose_proxy,0.3254076545228791,0.14089552430933389,0.5223344000000013,0.058944053866666735,0.19477013333333743,0.1702367999999966,0.08480084799999961,0.06328000000000093,0.08460000000000195,0.07414316355555536,0.546643808,-0.26284117605718116,1838592000
t10,oracle_proxy,0.9696675999999969,0.021056095066666596,0.001016848703752912,0.01862389423999999,0.9849999999999088,0.9085840000000255,0.2567494933333335,0.09346997973333325,0.02865000000000049,0.019622000000000153,0.9209455999999814,0.99874877605571,1838592000
t10,proxy_reacquisition,0.7614635327353576,0.09683355448746563,0.14549461811200026,0.10324189109333386,0.6600496000000018,0.5860415999999776,0.5534394400000009,0.3359454656000008,0.17077549708136894,0.07046601649279956,0.7044018239999925,0.453504486622817,1838592000
t10,risk_calibrated_proxy,0.7057210807522293,0.0845947326378674,0.08325702813809785,0.10244301130666598,0.7909586666666648,0.655334399999986,0.31296315999999863,0.21390670213333232,0.1243343379901972,0.05663134685297804,0.7831108373333387,0.5927027339469751,1838592000
t10,visible_only,0.2819873866666592,0.40012399999999143,0.020091666666667004,0.4964586666666719,0.5025215999999979,0.0367455999999984,0.0,0.036640000000001845,0.03653333333333312,0.051428926611111654,0.4615493333333355,-0.04835014708555058,1838592000
t11,active_search_proxy,0.7153018631475213,0.07134993162666624,0.08412083955199995,0.080994102613333,0.75027093333334,0.7035984000000576,0.7570057706666676,0.48386196202666637,0.2759724527142496,0.05609887005866653,0.610535807999998,0.45171202160667695,1838592000
t11,identity_gate,0.4348190201497595,0.21977708023893305,0.11239682094933379,0.2863985939199993,0.6037490666666772,0.2553551999999927,0.16093234666666675,0.1160132346666666,0.11174522084693336,0.05941698251199998,0.46517222497279975,0.12214318916898381,1838592000
t11,last_seen_belief,0.3352536053333342,0.28704666666666984,0.39850586666666626,0.28056133333332967,0.32232160000000465,0.11349120000000333,0.056372938666666775,0.05327999999999927,0.06306666666666558,0.059690416761244494,0.5526078666666718,-0.2666717939284216,1838592000
t11,loose_proxy,0.3190462817228803,0.13326352430933341,0.5320064000000002,0.058944053866666735,0.19477013333333743,0.1702367999999966,0.08455940800000018,0.06328000000000093,0.08460000000000195,0.07706185776355573,0.5449028479999998,-0.27735276014615123,1838592000
t11,oracle_proxy,0.9709395999999952,0.020337482906666624,0.0010141751462030876,0.01862389423999999,0.9849999999999088,0.9085840000000255,0.25594469333333364,0.09343778773333318,0.02865000000000049,0.020269999999999688,0.9209455999999814,0.9987771214542304,1838592000
t11,proxy_reacquisition,0.7609332124537617,0.09313783480746787,0.14785261427199992,0.10324189109333386,0.6600496000000018,0.5860415999999776,0.5522322400000003,0.33565573759999895,0.1709571741528316,0.07178774364799995,0.7044018239999925,0.4509755098302464,1838592000
t11,risk_calibrated_proxy,0.705966161646694,0.08117824511146728,0.08402762576369784,0.10080046922666774,0.7909586666666648,0.655334399999986,0.31302435999999884,0.21391771813333268,0.12446388930616535,0.05776777867377769,0.7831108373333387,0.5931867460963749,1838592000
t11,visible_only,0.28458226666666636,0.3857080000000015,0.020091666666667004,0.4964586666666719,0.5025215999999979,0.0367455999999984,0.0,0.036640000000001845,0.03653333333333312,0.05354552861111115,0.4615493333333355,-0.04418603457987794,1838592000
